id,value,feed_id,created_at,lat,lon,ele
0FJ21SDPQXE73HQ2BCRMVXPTVY,16.503822326660156,2767994,2024-03-25 03:02:20 UTC,,,
0FJ21T00T0AE3PVME7HJA7RD95,16.46186065673828,2767994,2024-03-25 03:03:20 UTC,,,
0FJ21TJAZ2WARRHG4G5RFKF2TK,16.149993896484375,2767994,2024-03-25 03:04:20 UTC,,,
0FJ21V4P982JTE5XF27XR9SPFG,15.600936889648438,2767994,2024-03-25 03:05:21 UTC,,,
0FJ21VPZ1P19KT4RVSFQK4Q0AK,15.864418029785156,2767994,2024-03-25 03:06:20 UTC,,,
0FJ21W9A3YJK205HKJM2383YQS,15.109214782714844,2767994,2024-03-25 03:07:21 UTC,,,
0FJ21WVJXNQQNVDVXPRT6YB02Q,16.441452026367188,2767994,2024-03-25 03:08:20 UTC,,,
0FJ21XDWYQHDPSQ2DVH16EEMW4,15.6221923828125,2767994,2024-03-25 03:09:20 UTC,,,
0FJ21Y06XDCA75CY6W7XZENZ63,16.275299072265625,2767994,2024-03-25 03:10:20 UTC,,,
0FJ21YJJFRSE5CV4RC5XVMFHRC,14.955101013183594,2767994,2024-03-25 03:11:21 UTC,,,
0FJ21Z4WFCN4BAEWWCV4XKJMK5,14.856925964355469,2767994,2024-03-25 03:12:21 UTC,,,
0FJ21ZQ560BQZHH4H2ADHEY0G3,14.386177062988281,2767994,2024-03-25 03:13:21 UTC,,,
0FJ2209FB46VH0MNYG17SXTN17,14.10479736328125,2767994,2024-03-25 03:14:21 UTC,,,
0FJ220VTRSH0CWHJ7D0YH4ZQER,13.834609985351562,2767994,2024-03-25 03:15:21 UTC,,,
0FJ221E3C11G3SQ3Y9J107DJRG,14.009140014648438,2767994,2024-03-25 03:16:21 UTC,,,
0FJ2220DB9P2R08WX897T5X1FZ,14.713432312011719,2767994,2024-03-25 03:17:21 UTC,,,
0FJ222JRJ4TC3CM434PFZD4Y91,13.717681884765625,2767994,2024-03-25 03:18:21 UTC,,,
0FJ22352J5ACQZCMF1W3CHWHDD,14.309257507324219,2767994,2024-03-25 03:19:21 UTC,,,
0FJ223QCNEV3210F0STBYVCB5Y,14.746162414550781,2767994,2024-03-25 03:20:21 UTC,,,
0FJ2249PM7G901QDY6TX5GZEEZ,14.923774719238281,2767994,2024-03-25 03:21:21 UTC,,,
0FJ224VZFS1ZPEGHZKQC6X70WX,15.101097106933594,2767994,2024-03-25 03:22:21 UTC,,,
0FJ225EAV7N0TTB8H0T94TJ5SZ,15.212150573730469,2767994,2024-03-25 03:23:21 UTC,,,
0FJ2260KWJM6EFC3KZBNBNHZ2K,15.4359130859375,2767994,2024-03-25 03:24:21 UTC,,,
0FJ226JXK3RDSKKE6BBMKXDED6,15.327949523925781,2767994,2024-03-25 03:25:21 UTC,,,
0FJ22757RWKPEY42J9PNY3QD5C,15.526817321777344,2767994,2024-03-25 03:26:21 UTC,,,
0FJ227QK76J2RNT81KMK4Z805P,15.206832885742188,2767994,2024-03-25 03:27:21 UTC,,,
0FJ2289VP9S4XSBTA12XAVC99D,16.076431274414062,2767994,2024-03-25 03:28:21 UTC,,,
0FJ228W5NR0GTBHWFRM19NXGH3,16.357818603515625,2767994,2024-03-25 03:29:21 UTC,,,
0FJ229EFS4PJCHDBB7R4J17FH4,16.150558471679688,2767994,2024-03-25 03:30:21 UTC,,,
0FJ22A0SQK2RT2K7DFAQ0X3C40,15.731277465820312,2767994,2024-03-25 03:31:21 UTC,,,
0FJ22AK3NHSESMF6C5FC5JHKGD,15.459129333496094,2767994,2024-03-25 03:32:21 UTC,,,
0FJ22B5DQ3DX2Q9Z4V4100XSRB,16.228866577148438,2767994,2024-03-25 03:33:21 UTC,,,
0FJ22BQQWEWJJ6TB5HJX5ZTDN1,16.05237579345703,2767994,2024-03-25 03:34:21 UTC,,,
0FJ22CA324EVPQX6K96P5QH2AR,15.682891845703125,2767994,2024-03-25 03:35:21 UTC,,,
0FJ22CWD64M0H4ENZ1MRYMV1SF,15.668060302734375,2767994,2024-03-25 03:36:21 UTC,,,
0FJ22DENZTRQ0T2NM4Q7PA5CMS,15.941329956054688,2767994,2024-03-25 03:37:21 UTC,,,
0FJ22E0ZZP16K42GPMD4FEDA50,16.038673400878906,2767994,2024-03-25 03:38:21 UTC,,,
0FJ22EKA7KXD78DA65XEKGT1H8,15.823867797851562,2767994,2024-03-25 03:39:21 UTC,,,
0FJ22F5M6V6CBWXW32TP83R7CC,15.817985534667969,2767994,2024-03-25 03:40:21 UTC,,,
0FJ22FQY8VKXAHAAN4WJK7XKMP,15.651557922363281,2767994,2024-03-25 03:41:21 UTC,,,
0FJ22GA9KDBBANFB9SB5NP1F4C,15.279273986816406,2767994,2024-03-25 03:42:21 UTC,,,
0FJ22GWKQ7XBMX8PVFHQ1FR7H6,15.651847839355469,2767994,2024-03-25 03:43:21 UTC,,,
0FJ22HEWDPTY45ACH86MQPRST8,15.391441345214844,2767994,2024-03-25 03:44:21 UTC,,,
0FJ22J17T4B8WN1M6NBFT9T9MX,15.466682434082031,2767994,2024-03-25 03:45:21 UTC,,,
0FJ22JKHZZTK9BCSBTKQD53BXD,15.630027770996094,2767994,2024-03-25 03:46:21 UTC,,,
0FJ22K5TR290VE2EB7E7X7WPQK,16.02832794189453,2767994,2024-03-25 03:47:21 UTC,,,
0FJ22KR4PS1N5CQ6480FC8A3WG,15.886238098144531,2767994,2024-03-25 03:48:21 UTC,,,
0FJ22MAEP8VR9R2GCGYP5PQAN4,15.267250061035156,2767994,2024-03-25 03:49:21 UTC,,,
0FJ22MWT2R6BZM1BGTDTG7SFJC,15.706100463867188,2767994,2024-03-25 03:50:21 UTC,,,
0FJ22NF2X5EWJYKFAWG2XRJQC9,16.059371948242188,2767994,2024-03-25 03:51:21 UTC,,,
0FJ22P1EH1DBBDF726FPC3VR41,14.934684753417969,2767994,2024-03-25 03:52:21 UTC,,,
0FJ22PKQ0MT7YP872RN6CNHPMZ,15.840362548828125,2767994,2024-03-25 03:53:21 UTC,,,
0FJ22Q62Q980HR44M41K64TR8G,15.981620788574219,2767994,2024-03-25 03:54:21 UTC,,,
0FJ22QRCPN3KBXF1FKJ278PNG9,15.050758361816406,2767994,2024-03-25 03:55:21 UTC,,,
0FJ22RAVFMERQS5EYWEWV0PTSV,15.846237182617188,2767994,2024-03-25 03:56:22 UTC,,,
0FJ22RX4CYD9390PV65VEMXX2W,16.025802612304688,2767994,2024-03-25 03:57:22 UTC,,,
0FJ22SFM4X5AACWK6QTPVQMX7A,15.670021057128906,2767994,2024-03-25 03:58:22 UTC,,,
0FJ22T1ZGW4F6CQQB765TZH4TN,15.328224182128906,2767994,2024-03-25 03:59:22 UTC,,,
0FJ22TME9XRRHDE88CT7QXKPKB,15.979377746582031,2767994,2024-03-25 04:00:23 UTC,,,
0FJ22V6RNK8BM7Q4NCQ06S509A,15.922599792480469,2767994,2024-03-25 04:01:23 UTC,,,
0FJ22VS9J6WZAQBVF9C8AM3P2T,16.061050415039062,2767994,2024-03-25 04:02:24 UTC,,,
0FJ22WBMQPNVRNASYCXKW8ESWC,15.640373229980469,2767994,2024-03-25 04:03:24 UTC,,,
0FJ22WY5SFTRZ6QBPG8JGSXTDN,15.416893005371094,2767994,2024-03-25 04:04:24 UTC,,,
0FJ22XGFQXQV329HTPKKDG2AWD,15.415496826171875,2767994,2024-03-25 04:05:24 UTC,,,
0FJ22Y2ZTAJ1FWN2WHBKV4MGQ7,15.335212707519531,2767994,2024-03-25 04:06:25 UTC,,,
0FJ22YNAM3MHH8CCFKZ7G9HNNA,15.828620910644531,2767994,2024-03-25 04:07:25 UTC,,,
0FJ22Z7TTV26C7HP2NJJ451QN3,15.129356384277344,2767994,2024-03-25 04:08:26 UTC,,,
0FJ22ZT4SQBXZPCG0PBQPBEXVV,15.6068115234375,2767994,2024-03-25 04:09:26 UTC,,,
0FJ230CNS26D5N1CW6NN65MH3Q,14.780563354492188,2767994,2024-03-25 04:10:26 UTC,,,
0FJ230YZSFQS52VPX528DDDB1H,15.404861450195312,2767994,2024-03-25 04:11:26 UTC,,,
0FJ231HH4B9ZXPTYE739FMHHZV,15.684013366699219,2767994,2024-03-25 04:12:27 UTC,,,
0FJ2323V2P4YF09EP8ZMSSMREB,15.466117858886719,2767994,2024-03-25 04:13:27 UTC,,,
0FJ232P9WWWH480YRSZJ74MZ4R,15.47674560546875,2767994,2024-03-25 04:14:28 UTC,,,
0FJ2338KY0T56GY4NWSX5FWH6W,15.620513916015625,2767994,2024-03-25 04:15:28 UTC,,,
0FJ233V5SHW04AVW3NCS9YXJMR,15.845123291015625,2767994,2024-03-25 04:16:29 UTC,,,
0FJ234DE6512BKZC4C6A70DC5C,15.057746887207031,2767994,2024-03-25 04:17:28 UTC,,,
0FJ234ZY9C82DH0ZFDQ8EK030E,15.251029968261719,2767994,2024-03-25 04:18:29 UTC,,,
0FJ235J9ANJ58NN2WBA606S32E,15.105865478515625,2767994,2024-03-25 04:19:29 UTC,,,
0FJ2364R632BH0X19EYMXQ29JQ,15.514785766601562,2767994,2024-03-25 04:20:30 UTC,,,
0FJ236Q2BJJ8KYM93R835JP10M,15.850440979003906,2767994,2024-03-25 04:21:30 UTC,,,
0FJ2379J8KH64ATRPE8YZV6T01,15.992805480957031,2767994,2024-03-25 04:22:30 UTC,,,
0FJ237VXBV9Q2M52499PSPG7TA,15.568206787109375,2767994,2024-03-25 04:23:30 UTC,,,
0FJ238EEGMS93NBKDBTG1E7KWX,15.930984497070312,2767994,2024-03-25 04:24:31 UTC,,,
0FJ2390Q8F46K86PFWKY16Y2R7,15.764007568359375,2767994,2024-03-25 04:25:31 UTC,,,
0FJ239K8H0KBZGVFZJTQEA692S,15.928192138671875,2767994,2024-03-25 04:26:32 UTC,,,
0FJ23A5KJJDQ85GB8E4KV820YG,15.807075500488281,2767994,2024-03-25 04:27:32 UTC,,,
0FJ23AR4HPTPCVD37YJZZQ1JQP,15.895187377929688,2767994,2024-03-25 04:28:33 UTC,,,
0FJ23BADBDPE8C70BQ2ZQNDYD0,15.842323303222656,2767994,2024-03-25 04:29:32 UTC,,,
0FJ23BWXGNW2ESKHP6QAXP4RYC,15.386398315429688,2767994,2024-03-25 04:30:33 UTC,,,
0FJ23CF7JGB0XHQGYWY47ZSEK5,15.661628723144531,2767994,2024-03-25 04:31:33 UTC,,,
0FJ23D1QX0E1VMCRM6EFGZSZWZ,15.730438232421875,2767994,2024-03-25 04:32:34 UTC,,,
0FJ23DM2YJQTNJXT1PK47THQF4,16.022735595703125,2767994,2024-03-25 04:33:34 UTC,,,
0FJ23E6HXHV39R5YSGMSH82TGZ,15.979660034179688,2767994,2024-03-25 04:34:34 UTC,,,
0FJ23ERVXHZTJFD2KV8BFBBG9D,16.21208953857422,2767994,2024-03-25 04:35:34 UTC,,,
0FJ23FBD6K7B2GK1HJ36259TBP,15.98748779296875,2767994,2024-03-25 04:36:35 UTC,,,
0FJ23FXNWSAYP4AB5FM56X860N,15.814071655273438,2767994,2024-03-25 04:37:35 UTC,,,
0FJ23GG73JTXPGX5CTXA96SBF8,14.817207336425781,2767994,2024-03-25 04:38:36 UTC,,,
0FJ23H2J1ZJMPTJN5XAK75FGFR,14.946701049804688,2767994,2024-03-25 04:39:36 UTC,,,
0FJ23HN19XB75J7VJMN3ENANBP,15.688766479492188,2767994,2024-03-25 04:40:36 UTC,,,
0FJ23J7CQ74AZGBFN2E3AM20KN,15.722892761230469,2767994,2024-03-25 04:41:37 UTC,,,
0FJ23JSVH1V36V2BA975GVCNPY,15.034255981445312,2767994,2024-03-25 04:42:37 UTC,,,
0FJ23KC5GP206229P7W5Z1ZNFT,15.223052978515625,2767994,2024-03-25 04:43:37 UTC,,,
0FJ23KYQ0THBDXV6V68A0SMPG6,15.495765686035156,2767994,2024-03-25 04:44:38 UTC,,,
0FJ23MH0YYWE7Y1H4V90QSRW35,15.811836242675781,2767994,2024-03-25 04:45:38 UTC,,,
0FJ23N3FPKSPP4K2K838S7FTRR,16.042869567871094,2767994,2024-03-25 04:46:38 UTC,,,
0FJ23NNSWGHFMNC5YR70RPPCR5,15.636459350585938,2767994,2024-03-25 04:47:38 UTC,,,
0FJ23P8A47TGBJTVX7ZAF09DXS,14.826431274414062,2767994,2024-03-25 04:48:39 UTC,,,
0FJ23PTKZK663JGH2S95K7F2VS,16.089859008789062,2767994,2024-03-25 04:49:39 UTC,,,
0FJ23QD40BN8NQR51BJEZBM2TD,16.35474395751953,2767994,2024-03-25 04:50:40 UTC,,,
0FJ23QZED3VJQMF5CTMJ963N3J,15.837287902832031,2767994,2024-03-25 04:51:40 UTC,,,
0FJ23RHY5PZN92KPP5T95VQ62H,15.63897705078125,2767994,2024-03-25 04:52:40 UTC,,,
0FJ23S485XJMET6RMMP9EX7X77,15.204597473144531,2767994,2024-03-25 04:53:40 UTC,,,
0FJ23SPSBC2HP0S0DMS1QS4AC1,15.300811767578125,2767994,2024-03-25 04:54:41 UTC,,,
0FJ23T924QH5EPK46AWB800718,15.528778076171875,2767994,2024-03-25 04:55:41 UTC,,,
0FJ23TVKZSZ2MDPQDH68YWWEAC,16.104690551757812,2767994,2024-03-25 04:56:42 UTC,,,
0FJ23VDXVDEKSDWB0JC0XT2HH7,15.961196899414062,2767994,2024-03-25 04:57:42 UTC,,,
0FJ23W0E6TRCFASB8JB7ZS7XCW,15.546951293945312,2767994,2024-03-25 04:58:42 UTC,,,
0FJ23WJS53MCCDPRF6PQHY653A,15.905807495117188,2767994,2024-03-25 04:59:42 UTC,,,
0FJ23X584716KTGEA4M1S3VE1Q,15.976577758789062,2767994,2024-03-25 05:00:43 UTC,,,
0FJ23XQJAXPVP88FNHS28YZ1C5,15.572128295898438,2767994,2024-03-25 05:01:43 UTC,,,
0FJ23YA38YZNEYVZ9T2N3YGG40,15.7066650390625,2767994,2024-03-25 05:02:44 UTC,,,
0FJ23YWDAPZ1AJ4T2DY7VK8YW4,15.851554870605469,2767994,2024-03-25 05:03:44 UTC,,,
0FJ23ZEZN9X9VM6BYK2NZSTDS8,15.708061218261719,2767994,2024-03-25 05:04:45 UTC,,,
0FJ24019GCWV6DS6WFZ62ZMQYH,15.714218139648438,2767994,2024-03-25 05:05:45 UTC,,,
0FJ240KSJXKY9WZWV4NCWC85ZN,15.186973571777344,2767994,2024-03-25 05:06:45 UTC,,,
0FJ24163PHY45S2RHJXCEXR4Q9,14.944465637207031,2767994,2024-03-25 05:07:45 UTC,,,
0FJ241RNRPE6235XZCMHVM2XEB,15.670021057128906,2767994,2024-03-25 05:08:46 UTC,,,
0FJ242AYW2SGCRK01J9PY9FH2D,15.609046936035156,2767994,2024-03-25 05:09:46 UTC,,,
0FJ242XGM94DR9HRCGBA7CPDTE,15.438423156738281,2767994,2024-03-25 05:10:47 UTC,,,
0FJ243FTG2DH1J61PHQA89DT5H,15.282630920410156,2767994,2024-03-25 05:11:47 UTC,,,
0FJ2442CP0FQM6DS0G8JZCDW5R,15.520660400390625,2767994,2024-03-25 05:12:48 UTC,,,
0FJ244MPRR8YVBGEGYDCQY8HJE,15.504440307617188,2767994,2024-03-25 05:13:48 UTC,,,
0FJ24576R62YV06MJSF57SRXP2,14.915946960449219,2767994,2024-03-25 05:14:48 UTC,,,
0FJ245SGMKZHVVTWY3VA2ZNM53,15.455207824707031,2767994,2024-03-25 05:15:48 UTC,,,
0FJ246C32Z93C2XQ7ZJW0SBR4A,15.353126525878906,2767994,2024-03-25 05:16:49 UTC,,,
0FJ246YBQRRT918253GAQJ5PKA,15.575210571289062,2767994,2024-03-25 05:17:49 UTC,,,
0FJ247GVSGTB6AT45S112P9FQK,14.782241821289062,2767994,2024-03-25 05:18:50 UTC,,,
0FJ24835QF434NDEFCHAZYT326,15.065574645996094,2767994,2024-03-25 05:19:50 UTC,,,
0FJ248NQ84GN0JDMWJW4XVWKDM,15.731277465820312,2767994,2024-03-25 05:20:50 UTC,,,
0FJ24980372NW8NFX43F5Z0QX6,15.927627563476562,2767994,2024-03-25 05:21:50 UTC,,,
0FJ249TH7KWN5RTG7C95TJ813G,15.857147216796875,2767994,2024-03-25 05:22:51 UTC,,,
0FJ24ACTR9A91QFEGNM69SBE3A,15.605690002441406,2767994,2024-03-25 05:23:51 UTC,,,
0FJ24AZCVHPMV72RVQ5XM6KP7W,15.07733154296875,2767994,2024-03-25 05:24:52 UTC,,,
0FJ24BHPXGXDS4V7PNJBZAAT8Q,15.541358947753906,2767994,2024-03-25 05:25:52 UTC,,,
0FJ24C45RC740BJDZ1DQTFTX2Q,15.400665283203125,2767994,2024-03-25 05:26:52 UTC,,,
0FJ24CPGV3KGXH5Y8WKBY6JYCW,14.823356628417969,2767994,2024-03-25 05:27:52 UTC,,,
0FJ24D901SHMJB72Q5HY3YNEVZ,15.310325622558594,2767994,2024-03-25 05:28:53 UTC,,,
0FJ24DVB6A4K3JSFQTW9YF9D4F,15.968193054199219,2767994,2024-03-25 05:29:53 UTC,,,
0FJ24EDV498TCKZGCK75NJ1BCZ,15.633102416992188,2767994,2024-03-25 05:30:54 UTC,,,
0FJ24F051PF6QJDJ2YCZW62QK8,15.835609436035156,2767994,2024-03-25 05:31:54 UTC,,,
0FJ24FJQ92RXKQK58WQVK39YV8,15.724845886230469,2767994,2024-03-25 05:32:55 UTC,,,
0FJ24G5046QDAG48NJWHM7JBC2,15.937423706054688,2767994,2024-03-25 05:33:54 UTC,,,
0FJ24GQH0D58Y5T7H0BRSQYGY6,15.501358032226562,2767994,2024-03-25 05:34:55 UTC,,,
0FJ24H9WBPZQKAHPG1AM1Q7AQH,15.233963012695312,2767994,2024-03-25 05:35:55 UTC,,,
0FJ24HWC8PC625G166YB3NXXKD,15.63226318359375,2767994,2024-03-25 05:36:56 UTC,,,
0FJ24JEN269KAC0SFH69FAF1WR,15.473396301269531,2767994,2024-03-25 05:37:56 UTC,,,
0FJ24K1637HHN8PZH4FD38K08K,16.024131774902344,2767994,2024-03-25 05:38:57 UTC,,,
0FJ24KKG6R6TC9XBW5297AT3VZ,15.817428588867188,2767994,2024-03-25 05:39:57 UTC,,,
0FJ24M624XE8A29KDXQE6YJAB7,15.033134460449219,2767994,2024-03-25 05:40:57 UTC,,,
0FJ24MRB5SYV42FNX17X34NNZX,15.15509033203125,2767994,2024-03-25 05:41:57 UTC,,,
0FJ24NAV8TFAHT5Q489E3CWNT6,15.224456787109375,2767994,2024-03-25 05:42:58 UTC,,,
0FJ24NX69JSGS4SRY0D8P365QW,15.120407104492188,2767994,2024-03-25 05:43:58 UTC,,,
0FJ24PFN4JGFPQ2DB19T87DF5N,14.944190979003906,2767994,2024-03-25 05:44:59 UTC,,,
0FJ24Q1Z9BV1RHFS0VY8JNWS22,15.135223388671875,2767994,2024-03-25 05:45:59 UTC,,,
0FJ24QMGHS28PD8TYE02B36TMG,15.072013854980469,2767994,2024-03-25 05:46:59 UTC,,,
0FJ24R6T9PQ2WVZEBWYTMTT9TY,15.598701477050781,2767994,2024-03-25 05:47:59 UTC,,,
0FJ24RSBR5PP4N8CXAZ565GXEP,14.9962158203125,2767994,2024-03-25 05:49:00 UTC,,,
0FJ24SBMJKJQX3BC64Z5B0240N,15.496047973632812,2767994,2024-03-25 05:50:00 UTC,,,
0FJ24SY4HHHF2MSVKM0Y2F8ACZ,15.066696166992188,2767994,2024-03-25 05:51:01 UTC,,,
0FJ24TGEHWDNNFC2GE65BN1PMH,15.088241577148438,2767994,2024-03-25 05:52:01 UTC,,,
0FJ24V30TB4RS0A3A4DVCHT3G8,15.030899047851562,2767994,2024-03-25 05:53:01 UTC,,,
0FJ24VNASHS9R07CTWE7S4JGX5,15.713653564453125,2767994,2024-03-25 05:54:01 UTC,,,
0FJ24W7TSDG5GEC1M3RRH5QYSY,15.268646240234375,2767994,2024-03-25 05:55:02 UTC,,,
0FJ24WT4R0PM5M1Q1WSS9XBVW8,15.692123413085938,2767994,2024-03-25 05:56:02 UTC,,,
0FJ24XCQ2VS2S18MHD7JMDA2XA,15.720367431640625,2767994,2024-03-25 05:57:03 UTC,,,
0FJ24XYZVVNS7GDNKK56MPXQTZ,15.347244262695312,2767994,2024-03-25 05:58:03 UTC,,,
0FJ24YHG55KW7QVT32XJGSBEK8,15.169631958007812,2767994,2024-03-25 05:59:03 UTC,,,
0FJ24Z3T06G5YNNRFES6T6CMMM,15.279556274414062,2767994,2024-03-25 06:00:03 UTC,,,
0FJ24ZP9XZ0AC1H9QT2207DD2S,15.450180053710938,2767994,2024-03-25 06:01:04 UTC,,,
0FJ2508N3A3K115Y0ARD8QQ5EC,15.291305541992188,2767994,2024-03-25 06:02:04 UTC,,,
0FJ250V48KCG0WRJARXTXN6HGA,15.001808166503906,2767994,2024-03-25 06:03:05 UTC,,,
0FJ251DGBTWE9DQV31CNK76QQ4,14.777488708496094,2767994,2024-03-25 06:04:05 UTC,,,
0FJ251ZYA24PPSJJH3G01GF4SX,14.670082092285156,2767994,2024-03-25 06:05:05 UTC,,,
0FJ252J9G6H0CQ63AKSCS7CXVH,14.957611083984375,2767994,2024-03-25 06:06:05 UTC,,,
0FJ2534SDPXDPXHNQMS1JGQJPD,14.627845764160156,2767994,2024-03-25 06:07:06 UTC,,,
0FJ253Q4M3PTTSBHH9BN32WY9C,14.484359741210938,2767994,2024-03-25 06:08:06 UTC,,,
0FJ2549NSVHYNKYFPZEJWTHST2,14.539459228515625,2767994,2024-03-25 06:09:07 UTC,,,
0FJ254VZXQ41E59W1T9E4KN860,14.770774841308594,2767994,2024-03-25 06:10:07 UTC,,,
0FJ255EFGH19KMAPRS7MMESZ00,14.645744323730469,2767994,2024-03-25 06:11:08 UTC,,,
0FJ2560SNK376678T1VNT49KS1,14.898323059082031,2767994,2024-03-25 06:12:08 UTC,,,
0FJ256KAZ5EG4QTZKNA87SH14E,15.025863647460938,2767994,2024-03-25 06:13:08 UTC,,,
0FJ2575KHV1VQ71WWDYQFBRKGG,15.107261657714844,2767994,2024-03-25 06:14:08 UTC,,,
0FJ257R4R6FXK4PWGKNP6GN25K,15.397598266601562,2767994,2024-03-25 06:15:09 UTC,,,
0FJ258AEQCWMFFWQ978XEDW29Y,15.200958251953125,2767994,2024-03-25 06:16:09 UTC,,,
0FJ258X00Z8EH95KFC9ANVDXDH,14.677635192871094,2767994,2024-03-25 06:17:10 UTC,,,
0FJ259F8YX9V3SZ3ZAVA775TQH,13.915718078613281,2767994,2024-03-25 06:18:10 UTC,,,
0FJ25A1RS6FGZWGSWHQ2V30C7N,14.80181884765625,2767994,2024-03-25 06:19:10 UTC,,,
0FJ25AM2ZSYM1HP4E1F97D2VJ5,14.661689758300781,2767994,2024-03-25 06:20:10 UTC,,,
0FJ25B6M238X4SR69PTNN7HH5A,14.515403747558594,2767994,2024-03-25 06:21:11 UTC,,,
0FJ25BRY1JQ4QSE9EV95Y7TK1R,14.592597961425781,2767994,2024-03-25 06:22:11 UTC,,,
0FJ25CBCZ4M4RHCF4YYCNJA2HJ,14.350379943847656,2767994,2024-03-25 06:23:11 UTC,,,
0FJ25CXQ09H43C8R9JZ1FMYBRD,14.479042053222656,2767994,2024-03-25 06:24:11 UTC,,,
0FJ25DGABBHSYYXM54SG3V7K3Y,14.351219177246094,2767994,2024-03-25 06:25:12 UTC,,,
0FJ25E2MJMTBE5Y2KEDTVACSVP,14.1859130859375,2767994,2024-03-25 06:26:12 UTC,,,
0FJ25EN3BKHZYQKGJS2YJK8AJC,14.097244262695312,2767994,2024-03-25 06:27:13 UTC,,,
0FJ25F7EDSBJ98K9QWFPB7EEK7,14.569107055664062,2767994,2024-03-25 06:28:13 UTC,,,
0FJ25FSZJXZZ82BP2YWX0PY4QW,14.626167297363281,2767994,2024-03-25 06:29:14 UTC,,,
0FJ25GC87K5P43ZWWTS31KJ5HV,14.791755676269531,2767994,2024-03-25 06:30:14 UTC,,,
0FJ25GYREXJQ5WR87BC1V075NN,15.075370788574219,2767994,2024-03-25 06:31:14 UTC,,,
